"iso3","Country","Year","Production","Imports","Exports","Reserves","Impaired Supply","Ratio of Impaired Supply to Reserves","Ratio of Impaired to Baseline Supply","Gdeg_total","Gdeg_out","Gdeg_in","Gstrength_total","Gbtw","Geigencentral","hs"
"SWZ","Swaziland",2020,2313506666.66667,25491373333.3333,1513723333.33333,0,0,0,0,7,2,5,27005096666.6667,0,6.26684302336457e-05,2.29801854906781e-06
"SYC","Seychelles",2020,0,23066543333.3333,0,0,0,0,0,34,0,34,23066543333.3333,0,5.19799062504122e-05,0
"SYR","Syrian Arab Republic",2020,6851992186666.67,2368270106666.67,38167413333.3333,3419046666666.67,0,0,0,62,35,27,2406437520000,0.0202713530260136,0.0211664616644449,0.000265191652306914
"TCD","Chad",2020,5095726666.66667,173332980000,0,0,0,0,0,17,0,17,173332980000,0,0.00129873534948375,0
"TGO","Togo",2020,0,583415543333.333,8812823333.33333,75706666666.6667,0,0,0,52,12,40,592228366666.667,0.0141018108007051,0.00626115334381447,1.89057386551889e-06
"THA","Thailand",2020,4377626666.66667,13877939996666.7,650987103333.333,2.2211e+12,0,0,0,181,127,54,14528927100000,0.121093958656055,0.198029109617984,0.00241142952483074
"TJK","Tajikistan",2020,3020580213333.33,3663307330000,0,1871513333333.33,0,0,0,17,0,17,3663307330000,0,0.00541064757663986,0
"TKM","Turkmenistan",2020,4460013333333.33,231225293333.333,0,1645506666666.67,0,0,0,20,0,20,231225293333.333,0,0.00149309390758962,1.41032334221461e-17
"TLS","Timor-Leste",2020,0,78465593333.3333,0,0,0,0,0,8,0,8,78465593333.3333,0,0.00113575066059875,4.23097002664383e-18
"TON","Tonga",2020,0,20186803333.3333,0,0,0,0,0,8,0,8,20186803333.3333,0,4.41636380399704e-05,4.23097002664383e-18
"TTO","Trinidad and Tobago",2020,0,467623213333.333,50980746666.6667,1.67e+10,0,0,0,60,20,40,518603960000,0.0136210672506811,0.0124649320886748,2.24754677907479e-05
"TUN","Tunisia",2020,3277054360000,6374194180000,318937543333.333,2707626666666.67,0,0,0,113,73,40,6693131723333.33,0.000881363175044068,0.0674122049140307,0.00054954402590729
"TUR","Turkey",2020,72032666666666.7,16413602993333.3,15490238633333.3,11121086666666.7,0,0,0,246,173,73,31903841626666.7,0.0115378452005769,0.253563839289888,0.0329617804827375
"TUV","Tuvalu",2020,0,2080126666.66667,4893333.33333333,0,0,0,0,8,1,7,2085020000,0.00395278030019764,1.28542829021752e-06,2.4380428009471e-10
"TWN","Taiwan",2020,18205226666.6667,4837093363333.33,222622560000,1106653333333.33,0,0,0,123,65,58,5059715923333.33,0.0601374570446735,0.119117764275493,0.000823570462540381
"TZA","United Republic of Tanzania",2020,221497666666.667,3207708326666.67,94888096666.6667,3.674e+11,0,0,0,60,19,41,3302596423333.33,0.00186955825009348,0.0433625067365747,0.000130804421566867
"UGA","Uganda",2020,73789506666.6667,1216377233333.33,149017146666.667,195946666666.667,0,0,0,53,14,39,1365394380000,0.025559532076278,0.0118796363174491,4.10024478498789e-05
"UKR","Ukraine",2020,87775099800000,182877850000,55750385066666.7,4783993333333.33,0,0,0,180,130,50,55933262916666.7,0.0051279312002564,0.420176932847364,0.598801783239017
"URY","Uruguay",2020,3.36672e+12,108722626666.667,583417123333.333,262746666666.667,0,0,0,66,25,41,692139750000,0.00894717162544736,0.00378475965181024,0.00333841847999778
"USA","United States of America",2020,184869954126667,15376213060000,84654873970000,97169506666666.7,0,0,0,259,147,112,100031087030000,0.126141765931307,1,0.645127715131512
"UZB","Uzbekistan",2020,22242957120000,7896057106666.67,0,6166753333333.33,0,0,0,26,0,26,7896057106666.67,0,0.0104656842238514,5.64129336885843e-18
"VCT","Saint Vincent and the Grenadines",2020,0,89436973333.3333,52989773333.3333,0,0,0,0,24,8,16,142426746666.667,0.00267079750013354,0.00244069065255741,7.69004978902767e-07
"VEN","Venezuela (Bolivarian Republic of)",2020,1005340000,4294689266666.67,1230000,465373333333.333,0,0,0,41,1,40,4294690496666.67,0.0327706853266385,0.0952693552543847,7.8844629819115e-09
"VNM","Viet Nam",2020,0,13246435333333.3,0,2958126666666.67,0,0,0,57,0,57,13246435333333.3,0,0.160064723420639,1.12825867377169e-17
"VUT","Vanuatu",2020,0,51026970000,8590000,0,0,0,0,23,1,22,51035560000,0,0.000200374534141093,5.56424458402657e-12
"YEM","Yemen",2020,352378906666.667,10731094343333.3,64374486666.6667,1.32598e+12,0,0,0,65,18,47,10795468830000,0.0074426223670388,0.15809521631302,0.0014522167681011
"ZAF","South Africa",2020,5438633333333.33,6608251243333.33,866249453333.333,2162093333333.33,0,0,0,134,71,63,7474500696666.67,0.0920089738796004,0.0850296933643737,0.000109391881452679
"ZMB","Zambia",2020,631789946666.667,149467040000,39107113333.3333,48986666666.6667,0,0,0,38,12,26,188574153333.333,0.0419448747395972,0.000980777343646921,2.26362782420068e-05
"ZWE","Zimbabwe",2020,140307833333.333,520513613333.333,4346060000,1.3694e+11,0,0,0,31,8,23,524859673333.333,0.000160247850008012,0.00359861031354343,4.41493671097467e-06
"AFG","Afghanistan",2021,15039937613333.3,7974053660000,313436666.666667,1417273333333.33,1188973333.33203,0.000838916040659316,5.16610998945873e-05,28,7,21,7974367096666.67,0.0348539073767427,0.00341567267037079,4.62148546200919e-06
"ALB","Albania",2021,918363060000,466330340000,11839326666.6667,2.8724e+11,509110900000,1.77242340899596,0.270520922128675,41,13,28,478169666666.667,0,0.000740248562325343,6.24262245169949e-06
"ANT","Netherlands Antilles",2021,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
"ARB","Aruba",2021,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
"ARE","United Arab Emirates",2021,0,4239328156666.67,683129050000,2253386666666.67,2215317083333.33,0.983105614364157,0.383836241709188,221,137,84,4922457206666.67,0.17179103680359,0.0498166537403537,0.00155275388910715
"ARG","Argentina",2021,48586018080000,29417386666.6667,33094008473333.3,5114653333333.33,0,0,0,121,91,30,33123425860000,0.0900949023378381,0.174287532125683,0.315625564006413
"ARM","Armenia",2021,990357873333.333,35721326666.6667,2919273333.33333,208193333333.333,760600010000,3.65333508917993,0.42640267581149,35,10,25,38640600000,0.0715506650285775,5.46752139518332e-05,2.31409070705919e-06
"ATG","Antigua and Barbuda",2021,0,18845663333.3333,11070000,0,0,NA,0,22,3,19,18856733333.3333,0.0224881149511244,7.05237344581233e-05,1.56424346708783e-08
"AUS","Australia",2021,86657210706666.7,681946090000,59398393640000,1.298926e+13,100080000,7.70482691084788e-06,3.58185068057115e-06,163,80,83,60080339730000,0.175008457525417,0.387481066436917,0.723943962472115
"AUT","Austria",2021,5715011653333.33,4384080340000,3583225763333.33,590664483068.419,30895823333.334,0.0523068920156406,0.00471925252233708,139,86,53,7967306103333.33,0.0924095935046205,0.033798537165407,0.0210906782182634
"AZE","Azerbaijan",2021,5799646140000,324466940000,918030000,8.8844e+11,4065146530000,4.57560052451488,0.398999827212311,45,7,38,325384970000,0.00240371775012019,0.000229746884023724,1.21567186409929e-08
"BDI","Burundi",2021,25268213333.3333,61737183333.3333,39630906666.6667,0,79213666666.6667,NA,0.625758907883089,21,5,16,101368090000,0.00523476310026174,0.000471909086786922,1.13827979413337e-05
"BEL","Belgium",2021,5702651426666.67,14893489033333.3,6814328416666.67,583037135212.084,452473333.332031,0.000776062631357848,3.28301153112294e-05,235,163,72,21707817450000,0.0621583604864413,0.183145259545483,0.0285483794665222
"BEN","Benin",2021,0,777609960000,7720036666.66667,0,22593840000,NA,0.0285101614006149,51,9,42,785329996666.667,0.00101490305005075,0.00179642799237456,6.8293065140568e-06
"BFA","Burkina Faso",2021,0,784676063333.333,740400000,0,97949473333.3333,NA,0.111068289123866,38,5,33,785416463333.333,0.00192297420009615,0.00542304848183717,8.4138524937903e-07
"BGD","Bangladesh",2021,4461860353333.33,8028403646666.67,63351073333.3333,5843886666666.67,10423131226666.7,1.78359571654937,0.456153658028978,103,73,30,8091754720000,0.0206274593593647,0.139737422152849,0.000232584685209603
"BGR","Bulgaria",2021,18711781086666.7,287776616666.667,13555166503333.3,1895823822807.99,2014706666.66406,0.00106270774869787,0.000369914894554217,160,113,47,13842943120000,0.0455370973772769,0.0443302508049207,0.0561539893599825
"BHR","Bahrain",2021,0,333142316666.667,15776476666.6667,1.2358e+11,481996666.666626,0.00390028052004067,0.00151643840562648,80,21,59,348918793333.333,0.0790110927122839,0.0027902233426202,3.80748733398013e-05
"BHS","Bahamas",2021,0,46648290000,46513333.3333333,0,0,NA,0,26,3,23,46694803333.3333,0.00889375567544469,0.00117621491727499,1.43370678301923e-07
"BIH","Bosnia and Herzegovina",2021,904013306666.667,1682141873333.33,456828153333.333,566686666666.667,0,0,0,66,40,26,2138970026666.67,0.0143377312465502,0.00163658424600689,0.000400526563165274
"BLR","Belarus",2021,8746869933333.33,24477596666.6667,306717590000,2138713333333.33,359508930000,0.168095894104555,0.0407415313036659,64,33,31,331195186666.667,0.0441215747022061,0.000117328863896277,4.42203846188367e-05
"BLZ","Belize",2021,0,67092250000,14726666.6666667,0,5245256666.66666,NA,0.0725256505165684,20,2,18,67106976666.6667,0.00186955825009348,0.00187807738313702,7.6733094784794e-09
"BMU","Bermuda",2021,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
"BOL","Bolivia (Plurinational State of)",2021,914412953333.333,1122173183333.33,8948046666.66667,6.8136e+11,0,0,0,34,15,19,1131121230000,0,0.00676408555037422,3.81699132141704e-05
"BRA","Brazil",2021,18576728186666.7,21200626120000,3616886606666.67,3.48362e+12,0,0,0,156,105,51,24817512726666.7,0.0326015348182967,0.17910024519011,0.0339616545347236
"BRB","Barbados",2021,0,93444296666.6667,23146300000,0,0,NA,0,46,19,27,116590596666.667,0.0182949628759147,0.00210079890625889,3.30349883580515e-05
"BRN","Brunei Darussalam",2021,0,53305456666.6667,675493333.333333,0,0,NA,0,31,3,28,53980950000,0.0185353346509268,0.000169502945794262,3.10637165514449e-06
"BTN","Bhutan",2021,11282520000,9713490000,0,0,0,NA,0,8,0,8,9713490000,0,1.81749289162378e-05,0
"BWA","Botswana",2021,0,180954843333.333,1773020000,0,0,NA,0,19,4,15,182727863333.333,0.0270907893096879,0.000282330838583222,1.45696742170557e-06
"CAF","Central African Republic",2021,0,40849296666.6667,0,0,91166666.6666718,NA,0.00222681081853914,19,0,19,40849296666.6667,0,0.000390422427454517,0
"CAN","Canada",2021,100383182300000,2797064533333.33,75276301143333.3,20342826666666.7,6063336666.67188,0.000298057726491232,0.00021724595864081,212,122,90,78073365676666.6,0.090780407029539,0.820586285041843,0.825848768240694
"CHE","Switzerland",2021,1608242286666.67,2087780873333.33,190496403333.333,498773333333.333,359476910000,0.720721991285287,0.0930081679094569,144,78,66,2278277276666.67,0.0733988568986699,0.014084185104605,0.000405104981903406
"CHL","Chile",2021,5080960526666.67,3856681223333.33,35686396666.6667,1732346666666.67,29120000,1.68095685236211e-05,3.27118072236943e-06,75,28,47,3892367620000,0.000534159500026708,0.0669307528786083,0.000134314028059447
"CHN","China (mainland)",2021,445501780666667,12531207453333.3,1020084623333.33,464940246666667,593726870000,0.00127699607477876,0.00129746124859306,228,148,80,13551292076666.7,0.0770347025621851,0.2312531999324,0.00418759855240835
"CIV","Cote dIvoire",2021,0,1976910696666.67,362329250000,0,214669676666.667,NA,0.117353858050658,60,16,44,2339239946666.67,0.00981072948382387,0.0218413851685468,0.000164231366055271
"CMR","Cameroon",2021,2727666666.66667,1788604110000,17112220000,1.67e+10,457708780000,27.4077113772455,0.205073242039472,52,15,37,1805716330000,0.0114577212755729,0.0247639702351918,1.53756850227818e-05
"COD","Democratic Republic of the Congo",2021,33956666666.6667,946940683333.333,2934566666.66667,27833333333.3333,396754323333.333,14.2546463473054,0.288607977168015,44,4,40,949875250000,0.00117515090005876,0.00542693344227789,8.1688459732197e-07
"COG","Congo",2021,0,557361070000,0,0,234125093333.333,NA,0.295804404649752,40,0,40,557361070000,0,0.00400354693928977,0
"COK","Cook Islands",2021,0,4510236666.66667,0,0,0,NA,0,9,0,9,4510236666.66667,0,3.29968325216837e-06,0
"COL","Colombia",2021,32197600000,6546315540000,114807300000,1628806666666.67,0,0,0,96,61,35,6661122840000,0.0647579367199046,0.165746852220361,0.000620825916158335
"COM","Comoros",2021,0,47781326666.6667,0,0,429520000,NA,0.0089091984417891,29,0,29,47781326666.6667,0,0.000257870432441631,0
"CPV","Cape Verde",2021,0,66641036666.6667,439940000,0,27528280000,NA,0.293699595356319,26,6,20,67080976666.6667,0.0610989441447216,0.000522005876382815,4.46906978925794e-06
"CRI","Costa Rica",2021,0,1041682303333.33,298700036666.667,288353333333.333,0,0,0,71,30,41,1340382340000,0.0872193436960276,0.0262943562810597,0.000461715521394073
"CUB","Cuba",2021,0,2766012396666.67,601830000,0,10606666.6669922,NA,3.835461581502e-06,29,4,25,2766614226666.67,0.0112173495005609,0.0342451315439625,1.32007626789761e-06
"CYP","Cyprus",2021,65519666666.6667,341824670000,43242530000,6799330805.65562,195569150000,28.7629997112844,0.34943594565776,73,26,47,385067200000,5.34159500026708e-05,0.00132400702815909,9.46670644325675e-05
"CZE","Czech Republic",2021,17197815866666.7,1148099356666.67,9580013330000,1767451162450.19,1236426666.66797,0.000699553511257378,0.000141029674853809,116,72,44,10728112686666.7,0.0533936933568364,0.0541308781132599,0.0164347998305464
"DEU","Germany",2021,84050988666666.7,19780495173333.3,38835590253333.3,8602883651191.32,91136230000,0.0105936838966059,0.00140022106181074,245,165,80,58616085426666.7,0.0759574809037979,0.224063882779535,0.16679351461611
"DJI","Djibouti",2021,0,1143164473333.33,5275940000,0,808402593333.333,NA,0.415355432831804,33,3,30,1148440413333.33,0.00136210672506811,0.00344244759274053,2.95029544404967e-05
"DMA","Dominica",2021,0,9742136666.66667,188540000,0,0,NA,0,23,4,19,9930676666.66667,0.0186421665509321,2.07146090562947e-05,1.18663535455856e-08
"DNK","Denmark",2021,1.5658922e+13,1523966943333.33,3729719863333.33,1595853984807.42,3706416666.66602,0.00232252869119055,0.000275429215911533,190,133,57,5253686806666.67,0.0204761141676905,0.0233812661153478,0.014555716357913
"DOM","Dominican Republic",2021,0,1824070540000,0,279446666666.667,28492373333.3333,0.101959968509196,0.0153799761013604,39,0,39,1824070540000,0,0.0493438474536716,0
"DZA","Algeria",2021,8387108513333.33,26844294053333.3,15745786666.6667,16818013333333.3,458929360000,0.0272879650470012,0.012864321906889,82,35,47,26860039840000,0.00647223260865694,0.317813573064206,1.08075362186823e-05
"ECU","Ecuador",2021,16256893333.3333,3392037853333.33,16136230000,465373333333.333,59846120000,0.128598086124402,0.0173366279304273,38,14,24,3408174083333.33,0.0230845930594876,0.0761375855315325,0.00012294278930363
"EGY","Egypt",2021,30473430766666.7,10533542020000,816153913333.333,14177186666666.7,27903637670000,1.9682069740682,0.409778403213233,158,107,51,11349695933333.3,0.00595587842529779,0.0756877162526893,0.00150804368194114
"ERI","Eritrea",2021,8.35e+10,205888233333.333,0,0,0,NA,0,13,0,13,205888233333.333,0,0.000424668557445841,0
"ESP","Spain",2021,21277788413333.3,18314475776666.7,3720456716666.67,2211257204303.19,2569210713333.33,1.16187782603197,0.0668351369065574,240,159,81,22034932493333.3,0.111577016897246,0.105558437756159,0.010070405898009
"EST","Estonia",2021,2205965346666.67,252148876666.667,1706573613333.33,224189820961.336,17931423333.3335,0.0799832180446141,0.0233035413329514,79,44,35,1958722490000,0.0254259922012713,0.00790380830371733,0.00938587717468715
"ETH","Ethiopia",2021,15399350560000,2856211083333.33,23454623333.3333,2737686666666.67,701639713333.336,0.256289268555205,0.0370576264283752,64,31,33,2879665706666.67,0.0354948987767747,0.0405552124255192,0.000114218219869938
"FIN","Finland",2021,2914706666666.67,488269050000,933701256666.667,299682394881.332,1336116666.6665,0.00445844230254359,0.000540804236525687,93,54,39,1421970306666.67,0.0536607731068497,0.00463088916982859,0.00363819788116674
"FJI","Fiji",2021,0,607877090000,104991483333.333,55666666666.6667,0,0,0,50,22,28,712868573333.333,0.0222210352011111,0.00719666347204512,3.80283193213592e-05
"FRA","France",2021,123295269453333,8450226443333.33,62980916416666.7,12555764659656.2,8206600000,0.000653612123391354,0.000119329177539117,233,147,86,71431142860000,0.164627957908231,0.376226705122809,0.463402586546646
"FRO","Faroe Islands",2021,0,53102283333.3333,2490000,0,0,NA,0,9,1,8,53104773333.3333,0,4.69979192716033e-05,4.09840258722414e-10
"GAB","Gabon",2021,0,398981610000,2265806666.66667,0,0,NA,0,36,2,34,401247416666.667,8.01239250040062e-05,0.00417481026119415,2.78883145564595e-06
"GBR","United Kingdom",2021,50839253333333.3,8606373830000,8354594590000,5203567501358.12,158752133333.336,0.0305083259306047,0.00309761561423077,243,149,94,16960968420000,0.0352011110517601,0.119969847852178,0.0398142086298025
"GEO","Georgia",2021,3.89778e+11,46751270000,32888083333.3333,346246666666.667,1845330356666.67,5.32952526137436,0.820521879050365,50,11,39,79639353333.3333,0.0400886704770044,0.000104551035650536,2.63250054503087e-06
"GHA","Ghana",2021,0,1975144776666.67,235235026666.667,6.9472e+11,539762736666.667,0.776950047021342,0.236772053803179,77,20,57,2210379803333.33,0.0456439292772822,0.0380350519836541,9.64190032772063e-05
"GIN","Guinea",2021,0,1136209776666.67,53940000,379646666666.667,67650000,0.000178192003090593,5.95393430903849e-05,48,5,43,1136263716666.67,0.00838630415041931,0.00766640218496454,8.21537553195399e-08
"GMB","Gambia",2021,0,227553770000,396146666.666667,0,55043050000,NA,0.195049321994294,41,5,36,227949916666.667,0,0.00132428017005169,1.64640596363093e-07
"GNB","Guinea-Bissau",2021,0,60555730000,0,0,0,NA,0,16,0,16,60555730000,0,0.000238394311767719,0
"GNQ","Equatorial Guinea",2021,0,104471470000,0,0,116480000,NA,0.00111370382534508,27,0,27,104471470000,0,0.000359604162846752,0
"GRC","Greece",2021,4872229453333.33,3033669810000,1553979560000,500139727596.221,664417580000,1.3284639138613,0.0946957868713443,146,93,53,4587649370000,0.0293609671848014,0.0164275225913043,0.00722387144624618
"GRD","Grenada",2021,0,63096556666.6667,11268360000,0,0,NA,0,19,5,14,74364916666.6667,5.34159500026708e-05,0.00170034342913888,1.13515845699059e-07
"GRL","Greenland",2021,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
"GTM","Guatemala",2021,2199946666.66667,2358277703333.33,363813910000,456466666666.667,0,0,0,52,19,33,2722091613333.33,0.00117515090005876,0.0590095416733221,0.000660061014707915
"GUY","Guyana",2021,0,237054060000,10841036666.6667,1.336e+10,0,0,0,40,9,31,247895096666.667,0.0108968538005448,0.00563924809771145,2.40519767097623e-05
"HKG","Hong Kong SAR, China",2021,0,1213923756666.67,205745053333.333,0,20481146666.6667,NA,0.0199105143130324,124,59,65,1419668810000,0.121334330431067,0.0128127901845001,0.00148129541570138
"HND","Honduras",2021,4097066666.66667,1165550330000,192593783333.333,97973333333.3333,0,0,0,37,14,23,1358144113333.33,0.00176272635008814,0.0260556520733734,0.000317644329375973
"HRV","Croatia",2021,2689015073333.33,638763150000,1297033333333.33,277519057324.187,0,0,0,90,53,37,1935796483333.33,0.0314219325890711,0.00761461506992754,0.00710380411615022
"HTI","Haiti",2021,0,926537790000,0,7.682e+10,117568860000,1.53044597761,0.112602347662473,29,0,29,926537790000,0,0.017523171324668,0
"HUN","Hungary",2021,18014699706666.7,1111731710000,9427695396666.67,1843177771668.77,2738290000,0.00148563532074327,0.000282255037997415,108,71,37,10539427106666.7,0.00876021580043801,0.0393027584639703,0.0353294627356093
"IDN","Indonesia",2021,0,25590200776666.7,731519706666.667,5807146666666.67,7543373880000,1.29898111981558,0.232805415941682,162,121,41,26321720483333.3,0.00526147107526307,0.413049437598576,0.00554939830797776
"IND","India",2021,308760978266667,3852212086666.67,2692793886666.67,61146493333333.3,4366417520000,0.0714091239246862,0.0138930980419218,211,157,54,6545005973333.33,0.121681534106084,0.0547440921191781,0.00965220038579641
"IRL","Ireland",2021,2255589953333.33,2846066876666.67,653290660000,230198138428.542,35270000,0.000153215835022699,7.92869089620653e-06,103,48,55,3499357536666.67,0.0485640012107615,0.0140950985492244,0.00214822976928818
"IRN","Iran (Islamic Republic of)",2021,43218561260000,3188994453333.33,961065110000,1.835664e+13,2759956170000,0.150351925515781,0.0572528438567006,115,76,39,4150059563333.33,0.0209479550593807,0.0195913615155144,0.00148300519975326
"IRQ","Iraq",2021,9654978080000,7841813043333.33,0,3177453333333.33,18941770000,0.00596130548993114,0.00108141464107445,56,0,56,7841813043333.33,0,0.0368781526545554,0
"ISL","Iceland",2021,0,178409180000,157853333.333333,0,2216646666.66666,NA,0.0122827703205399,27,4,23,178567033333.333,0.0303847728931859,0.00060027230580174,5.39577821424178e-08
"ISR","Israel",2021,460029333333.333,2240485316666.67,94945240000,1842566666666.67,3594988720000,1.95107660690703,0.579784697543026,128,72,56,2335430556666.67,0.0942114915513772,0.0215458730634176,0.00078870730064071
"ITA","Italy",2021,24937366293333.3,22803916660000,10619852633333.3,2559135686946.44,2094052336666.67,0.818265458665577,0.0533986118442095,256,179,77,33423769293333.3,0.00568879867528444,0.290388295619746,0.0361278444553319
"JAM","Jamaica",2021,0,655394153333.333,29015460000,0,0,NA,0,46,20,26,684409613333.333,0.0196392642843153,0.0191018861833483,0.000180105688430979
"JOR","Jordan",2021,72572633333.3333,2816748840000,123059370000,1.39946e+12,829998866666.667,0.593085094727014,0.230794948862309,91,33,58,2939808210000,0.00424656802521233,0.0154146604684948,0.000148172869788936
"JPN","Japan",2021,3.00767e+12,19868211770000,759612700000,3915593333333.33,347116183333.332,0.0886497023013963,0.0154525321726307,122,67,55,20627824470000,0.0582100315154105,0.483320175541018,0.0023453361809045
"KAZ","Kazakhstan",2021,48469201580000,18484916666.6667,21733939723333.3,5518793333333.33,398381676666.672,0.0721863734705301,0.0146722080149364,67,33,34,21752424640000,0,0.0130966969206562,0.0199739577223954
"KEN","Kenya",2021,688596666666.667,3556403466666.67,31402686666.6667,863946666666.667,2336159360000,2.70405506512748,0.356678794183952,65,16,49,3587806153333.33,0.0265281413029931,0.0290195200778067,7.51222316881776e-06
"KGZ","Kyrgyzstan",2021,2190051360000,1096942420000,5529703333.33333,508793333333.333,74385553333.333,0.146199937106094,0.0221659375522535,29,8,21,1102472123333.33,0,0.000452164727096351,1.99656257121426e-06
"KHM","Cambodia",2021,0,139094233333.333,3335690000,0,4925193333.33334,NA,0.0350089743848857,58,27,31,142429923333.333,0.150929437530046,0.00122677290631429,1.99596914261238e-05
"KIR","Kiribati",2021,0,15811930000,7340000,0,0,NA,0,18,2,16,15819270000,0.0203514769510176,1.87090977858929e-05,1.21632636089118e-08
"KNA","Saint Kitts and Nevis",2021,0,11002623333.3333,4470000,0,0,NA,0,16,2,14,11007093333.3333,0.00608941830030447,3.46779043492378e-05,4.32626838669937e-10
"KOR","Republic of Korea",2021,114186806666.667,10869707006666.7,371181270000,5.09016e+12,3867194283333.33,0.759739238714173,0.26707314692187,173,110,63,11240888276666.7,0.0640902373448712,0.20228305519828,0.00342466632635344
"KWT","Kuwait",2021,87953333.3333333,1647909696666.67,362284293333.333,0,12416630000,NA,0.00956501284735235,89,25,64,2010193990000,0.0270640813346865,0.0201878040854065,0.000793570856741736
"LAO","Lao People's Democratic Republic",2021,0,52146376666.6667,0,0,0,NA,0,9,0,9,52146376666.6667,0,0.000216713682860952,0
"LBN","Lebanon",2021,438468520000,967195126666.667,134581990000,4.9098e+11,3419900550000,6.96545796162776,0.729037203581747,137,75,62,1101777116666.67,0.0243220625678828,0.00563911406598318,0.000279003014335978
"LBR","Liberia",2021,0,232656853333.333,0,0,1213333.33334351,NA,5.21509247767398e-06,36,0,36,232656853333.333,0,0.00596443778801888,0
"LBY","Libya",2021,556666666666.667,2606337960000,34889680000,362946666666.667,1925542073333.33,5.3053030932001,0.381019540050491,54,6,48,2641227640000,0,0.00610268844929614,0.000240905038019332
"LCA","Saint Lucia",2021,0,45901573333.3333,268196666.666667,0,0,NA,0,31,7,24,46169770000,0.00192297420009615,0.000318257258991429,3.6674378434549e-07
"LKA","Sri Lanka",2021,0,2479786986666.67,274095730000,1.32932e+12,839129353333.333,0.631247068676717,0.275592378275886,99,70,29,2753882716666.67,0.0216290084219148,0.0554768860487367,0.00156671873366986
"LSO","Lesotho",2021,22945800000,162959046666.667,0,0,0,NA,0,3,0,3,162959046666.667,0,0.000206774766499006,0
"LTU","Lithuania",2021,13518308206666.7,670229753333.333,9869815773333.33,1384377781514.13,53457896666.666,0.0386151073648393,0.0122268286410357,131,95,36,10540045526666.7,0.0349696419350818,0.024370555105723,0.0262423063546418
"LUX","Luxembourg",2021,265984240000,482659116666.667,393261510000,27230248922.0463,0,0,0,55,32,23,875920626666.667,0.00299129320014956,0.0063809368552531,0.00160587062821502
"LVA","Latvia",2021,7.182336e+12,1484525740000,7282339063333.33,733890214582.589,1240885976666.67,1.69083325000108,0.472644887145924,145,110,35,8766864803333.33,0.00101490305005075,0.0307610803391435,0.0377910305969665
"MAC","Macao SAR, China",2021,0,99709473333.3333,2336476666.66667,0,1230000,NA,1.26316792657112e-05,31,8,23,102045950000,0.00617844488364225,0.000314726418018687,7.55203045433214e-06
"MAR","Morocco",2021,19924880220000,11240140770000,126875353333.333,15772593333333.3,3342273426666.67,0.211903861085622,0.0972144469940798,105,58,47,11367016123333.3,0.00170931040008547,0.15281571034242,7.18811590784531e-05
"MDA","Republic of Moldova",2021,3858708680000,25109623333.3333,1866523426666.67,675793333333.333,166498010000,0.246374152847517,0.07624258280928,88,60,28,1891633050000,0.0234852126845076,0.00748063858594456,0.0090174556982142
"MDG","Madagascar",2021,1.67e+10,628573986666.667,275096666.666667,0,242666666.666748,NA,0.000376086543341024,34,4,30,628849083333.333,0,0.00142601952836628,1.43763210766861e-07
"MDV","Maldives",2021,0,103222370000,0,0,0,NA,0,36,0,36,103222370000,0,0.000214884845329414,0
"MEX","Mexico",2021,12332550313333.3,14638385526666.7,5835820043333.33,1955013333333.33,1898365936666.67,0.971024547147166,0.0824176717460572,104,59,45,20474205570000,0.0524081690792871,0.494161120012533,0.0557814068510804
"MKD","The former Yugoslav Republic of Macedonia",2021,787976140000,493828180000,126646636666.667,0,3690000,NA,3.19435888801591e-06,92,66,26,620474816666.667,0.0787707209372719,0.000396085802438253,7.41197888443087e-05
"MLI","Mali",2021,115684240000,1018901656666.67,5932533333.33333,69026666666.6667,1.10053e+11,1.59435483870968,0.0888451074908906,42,9,33,1024834190000,0.0142353506757118,0.00913952677439146,3.16784793625031e-06
"MLT","Malta",2021,36750020000,176781503333.333,35187216666.6667,0,49206643333.3333,NA,0.216244508464295,79,35,44,211968720000,0.0981251001549063,0.00123800448310827,0.000295705345144065
"MMR","Myanmar",2021,451109306666.667,1492911060000,0,405253333333.333,40290326666.6667,0.0994200993617163,0.0203044446628392,33,0,33,1492911060000,0,0.0171361773130693,0
"MNE","Montenegro",2021,7713173333.33333,324173450000,22590273333.3333,0,4103333.33331299,NA,1.32664963438991e-05,35,11,24,346763723333.333,0.00181614230009081,0.000135885663423623,6.6852857513976e-07
"MNG","Mongolia",2021,1007483166666.67,26719710000,2389540000,0,299975750000,NA,0.225242685199358,40,7,33,29109250000,0.143181453982159,7.18057678821117e-05,6.12199923279273e-06
"MOZ","Mozambique",2021,60641040000,1388350626666.67,0,2.1042e+11,864752720000,4.10965079365079,0.373746004521191,38,0,38,1388350626666.67,0,0.0144888616749431,0
"MRT","Mauritania",2021,25733586666.6667,1003358023333.33,55040000,268313333333.333,809400013333.333,3.016622406639,0.440265397605275,38,3,35,1003413063333.33,0.00651674590032584,0.00660510119302278,2.59906003838276e-08
