"","AFG","ALB","ANT","ARB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COK","COL","COM","CPV","CRI","CUB","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ERI","ESP","EST","ETH","FIN","FJI","FRA","FRO","GAB","GBR","GEO","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GRL","GTM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KNA","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRK","PRT","PRY","PSE","PYF","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TUV","TWN","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VNM","VUT","YEM","ZAF","ZMB","ZWE"
"Brazil",0,0,0,0,473052823333.333,5361986666.66667,0,8840000,291446666.666667,0,0,0,617113333.333333,493653333.333333,0,2280469546666.67,1377720000,27293333.3333333,0,0,0,36786666.6666667,0,3813460000,0,0,81880000,0,0,0,446303333.333333,21476666.6666667,1411273333.33333,0,117950000,47466666.6666667,13735290000,1574206666.66667,0,7758426666.66667,0,506420000,303114303333.333,332329560000,0,0,27293333.3333333,87163333.3333333,0,0,0,2397285280000,43780820000,5588055176666.67,0,3919387880000,0,406193333.333333,0,16613333.3333333,233436666.666667,0,0,211206413333.333,0,98473333.3333333,0,0,0,0,0,0,0,279344146666.667,3607346666.66667,1143946666.66667,49728653333.3333,0,0,0,2286226066666.67,14446480000,250847163333.333,6830606413333.33,0,0,0,254430826666.667,356950000,379020146666.667,9912737960000,0,23531213333.3333,0,484160000,0,0,8328856003333.33,317370440000,0,108258413333.333,0,291720000,0,0,0,0,0,0,44200000,1619164880000,0,0,0,1074653686666.67,60520000,58080000,0,0,61706666.6666667,0,0,154266666.666667,308550000,0,5509430553333.33,0,0,296666666.666667,898306666.666667,130374280000,1773066726666.67,5933333.33333333,566040000,1706476666.66667,114787106666.667,3391493333.33333,110674880000,58576240000,127633120000,0,0,0,1303377130000,29684753333.3333,0,0,16565866666.6667,0,2049373333.33333,0,2176678693333.33,0,21503316666.6667,1326866666.66667,0,60500000,123947333333.333,0,0,0,30250000,399713333.333333,0,0,78320000,0,0,0,0,8.9e+08,7120000,0,0,0,0,13481153333.3333,313007666666.667,0,0,6578322493333.33,0,0,0,5188483333.33333,550543576666.667,0,1186666.66666667,332995733333.333,0,0,0,436123733333.333,0,0
"Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,0,0,0,0,0,0,0,23733333.3333333,0,0,744150000,0,0,0,0,0,0,0,0,0,0,0,0,0,2044900000,0,0,0,0,0,0,0,21663333.3333333,0,0,0,0,0,0,35090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260000,0,0,0,0,0,0,0,0,0
"Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7432533333.33333,32040000,6100820000
"Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada",0,0,0,0,147146666.666667,0,0,3560000,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,42720000,0,94380000,0,0,23703333.3333333,0,0,0,0,0,0,2946666.66666667,5893333.33333333,0,0,7120000,14733333.3333333,0,2946666.66666667,0,0,0,68826666666.6667,0,0,0,0,432710000,8840000,0,0,0,0,0,705535040000,0,0,0,0,164580000,0,0,320460520000,0,2946666.66666667,0,1210000,0,0,0,1028600000,0,21360000,43503333.3333333,13013333.3333333,20783333.3333333,0,0,0,194480000,0,500676026666.667,0,0,0,0,116408440000,1210000,0,1186666.66666667,0,0,0,0,0,0,0,18866666.6666667,0,0,0,0,4840000,0,0,0,0,0,0,0,0,0,0,61366626666.6667,0,0,0,0,0,0,0,0,0,0,3694253333.33333,0,0,0,0,3630000,254341826666.667,24920000,0,0,0,256360000,0,9680000,23733333.3333333,0,0,0,424551360000,0,0,0,0,1770000,198173333.333333,0,0,0,4746666.66666667,3560000,0,10890000,10890000,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,21780000,0,0,0,65340000,0,0,33226666.6666667,0,2548063466666.67,0,57163333.3333333,0,0,0,0,0,0,0
"Switzerland",0,0,0,0,0,0,0,0,55660000,436393333.333333,0,0,1210000,0,3560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,0,0,0,0,2000720000,0,0,0,1186666.66666667,123766666.666667,0,0,0,0,0,0,0,0,10750000,0,0,0,0,334043333.333333,0,0,7093333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,4840000,0,3895447280000,0,0,3375595223333.33,2420000,0,0,0,0,0,0,0,0,0,1243333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630000,0,0,0,0,0,0,0,58080000,0,0,136676666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,59680000,0,135546666.666667,0,0,0,0,0,0,7120000,0,0,0,0,127050000,0,0,0,0,0,1243333.33333333,0,0,0,0,0,2219066666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698573333.33333,0,92560000,0,0,0,0,0,0,0,0,0
"Chile",0,0,0,0,0,135280000,0,0,0,2806466666.66667,0,0,0,0,0,0,0,0,0,0,46280000,0,0,729800000,0,0,0,0,0,0,4835666666.66667,23733333.3333333,0,46280000,0,0,0,0,0,23733333.3333333,0,0,0,0,0,2373333.33333333,390413333.333333,0,0,0,0,49840000,1186666.66666667,122226666.666667,0,340573333.333333,0,0,0,0,1217520000,0,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,1186666.66666667,0,30853333.3333333,0,0,0,0,0,0,0,14240000,0,0,473480000,0,0,0,0,0,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,66453333.3333333,14240000,0,0,5680573333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11802586666.6667,0,0,1186666.66666667,0,363120000,0,459240000,0,172066666.666667,5933333.33333333,0,0,0,0,0,0,0,257506666.666667,0,0,0,0,0,0,0,0,0,8306666.66666667,0,0,0,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,0,48653333.3333333,0,0,0,0,849653333.333333,0,61427800000,0,0,179080000,0,0,0,2973786666.66667,0,0
"China (mainland)",0,0,0,4770000,868693333.333333,0,0,2946666.66666667,128703333.333333,0,0,0,27293333.3333333,0,24920000,7120000,0,0,4746666.66666667,0,0,0,0,0,0,186666.666666667,2420000,0,0,0,2827066666.66667,2373333.33333333,7190000,0,15683333.3333333,15483333.3333333,0,11890000,0,0,0,0,0,0,0,0,109760000,0,0,0,0,11913333.3333333,0,3560000,0,2396666.66666667,0,14520000,0,121540000,23733333.3333333,0,0,71276666.6666667,0,167916666.666667,0,318230000,0,0,0,0,0,0,3630000,17141480000,2946666.66666667,0,0,0,203566666.666667,3109700000,88700000,2795786666.66667,0,0,208920000,1186666.66666667,0,2396666.66666667,23606456666.6667,7190000,68466666.6666667,296666666.666667,25410000,1210000,0,1216700000,48816666.6666667,0,0,0,170906666.666667,0,30250000,0,0,0,0,2549313333.33333,0,0,0,2373333.33333333,0,0,289793333.333333,0,0,0,634866666.666667,0,0,0,0,54613386666.6667,14426666.6666667,0,15730000,0,0,5753303333.33333,2373333.33333333,41070000,100680000,9560573333.33333,1004863333.33333,0,0,1729390000,0,0,0,2373333.33333333,0,0,0,0,1210000,573160000,0,376110000,0,58310000,13575876666.6667,4840000,11866666.6666667,0,0,0,0,0,0,0,0,24480000,0,0,0,0,208186666.666667,1210000,0,0,0,0,17800000,0,0,0,0,15576666.6666667,16730000,13310000,0,583346666.666667,0,1186666.66666667,0,0,0,0,26620000,0,1210000
"Cote dIvoire",0,0,0,0,0,0,0,0,0,0,0,0,39376666.6666667,0,2515780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13146666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32040000,0,0,87096666.6666667,0,26106666.6666667,373333.333333333,0,1921093333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37973333.3333333,0,0,0,0,0,450933333.333333,0,0,0,0,0,37714110000,47466666.6666667,0,2420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,0,0,0
"Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,373333.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601233333.33333,9680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165063333.333333,18480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414146666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470000,0,0,0,0,0,0,0,0,0
"Democratic Republic of the Congo",0,0,0,0,0,0,0,0,0,0,0,10680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77133333.3333333,0
"Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026826666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cook Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",0,0,0,530520000,1210000,0,0,0,159720000,0,0,0,0,0,0,0,0,0,0,0,0,16613333.3333333,0,1210000,0,0,0,0,0,0,595226666.666667,12100000,4343820000,0,0,0,0,0,0,0,0,0,10073250000,1186666.66666667,0,0,0,0,0,0,0,0,6829290000,0,0,3576760000,0,0,0,0,26620000,0,0,144930000,0,0,0,0,0,0,0,0,0,59473333.3333333,0,0,58893333.3333333,0,0,0,0,0,0,0,0,0,36300000,372680000,0,0,2420000,0,0,0,0,0,0,0,0,0,53240000,0,0,0,0,0,0,0,0,0,0,0,0,0,401093333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312180000,6050000,0,13310000,0,0,9294326666.66667,224870000,0,0,0,0,465850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26620000,0,0,0,0,0,0,0,0,0,0,600160000,0,0,0,0,0,0,0,21780000,3716510000,0,0,10359446666.6667,0,0,0,0,0,0
"Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41140000,0,0,0,0,0,0,0,0,0
"Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,42350000,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493333.33333333,0,0,0,0,0,0,0,0,0,354480000,0,0,376310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579676666.66667,0,0,0,0,0,0,1529063333.33333,2420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15660000,0,0,0,0,0,0,0,0,0
"Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",0,0,0,0,0,0,495040000,0,0,0,0,0,0,0,0,35360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53400000,0,0,12693333.3333333,0,2373333.33333333,0,0,820213333.333333,338533333.333333,0,0,12100000,0,0,2924506666.66667,0,0,0,0,0,0,0,0,0,0,0,0,33802200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,0,0
"Czech Republic",0,0,0,0,0,0,0,0,0,457290960000,0,0,66453333.3333333,0,0,0,21040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6351040000,0,2486666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,434662770000,0,0,30923333.3333333,0,0,0,0,0,12613333.3333333,0,0,72643333.3333333,0,803373333.333333,0,0,566486666.666667,0,0,0,0,0,0,2396666.66666667,0,0,0,0,0,0,18986666.6666667,0,1167056666.66667,0,0,0,1186666.66666667,0,0,0,31750453333.3333,0,0,0,0,0,0,0,0,0,0,0,0,2373333.33333333,0,0,0,0,0,452703333.333333,0,190763333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277243333.33333,0,0,0,0,0,0,0,0,0,91899703333.3333,0,53400000,0,0,0,0,2410906666.66667,0,0,0,0,0,0,0,0,0,0,66453333.3333333,0,0,0,68629183333.3333,1210000,296666666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142400000,0,0,0,0,0,0,0,0,0,0,0
"Germany",0,0,0,0,113646666.666667,17800000,0,0,3560000,302189530000,23046666.6666667,0,167750003333.333,0,0,50820000,56253333.3333333,6050000,0,9680000,950963333.333333,0,0,0,0,0,0,0,0,0,21700000,117247746666.667,217463333.333333,748090000,0,0,0,0,0,0,0,0,298870000,0,99480000,19480990000,0,0,0,51447150000,0,0,0,18150000,0,62472630000,72413333.3333333,1210000,389683333.333333,0,705223823333.333,0,0,14954606666.6667,23573333.3333333,0,0,10890000,0,0,7109440000,0,7103333.33333333,0,0,7001060000,0,2264480000,0,10837253333.3333,0,11786666.6666667,1005446666.66667,17250826666.6667,0,6161716666.66667,72681370000,183445026666.667,0,903870000,193426666.666667,4746666.66666667,6050000,0,0,0,0,0,53216666.6666667,0,0,0,0,0,0,0,623240000,4474470000,203413333.333333,0,0,48653333.3333333,0,14426666.6666667,0,2420000,0,68783333.3333333,0,0,0,0,0,0,0,255100000,0,0,0,101640000,0,964139363333.333,107901853333.333,0,0,0,2373333.33333333,0,0,312346666.666667,0,22445363333.3333,0,410199193333.333,0,0,0,4840000,107268823333.333,787726666.666667,0,16940000,0,0,9563333.33333333,0,75020000,0,0,149730000,0,0,0,14268553333.3333,15935936666.6667,13680363333.3333,0,0,0,0,0,181500000,0,0,0,0,0,0,30853333.3333333,0,0,10890000,0,706090000,0,450386666.666667,0,0,0,0,0,239580000,0,0,0
"Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223826666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48400000,82506666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denmark",0,0,0,0,0,0,0,0,0,102850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15533430000,0,0,0,0,0,0,0,0,560000,200920000,0,145026666.666667,0,1616240000,97766666.6666667,0,22943333.3333333,0,0,0,0,0,0,0,0,45146666.6666667,0,0,0,0,0,0,0,0,0,223420000,0,0,9060633333.33333,24200000,52563333.3333333,0,0,0,0,0,0,0,0,0,4671906666.66667,0,0,0,0,0,0,0,0,97306666.6666667,0,121040000,0,0,0,0,5933333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820300000,322743333.333333,0,0,0,0,0,0,0,0,116293333.333333,0,0,0,0,0,0,186666.666666667,0,0,0,0,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,4332583333.33333,0,0,0,0,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38720000,0,0,0,0,0,0,0,343466666.666667,0,0,0,0,0,0,0,0,0,11208230000,244573333.333333,0,11280830000,0,0,0,0,0,0,0,0,0,0,0,3630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,411400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65340000,0,0,0,0,0,0,0,0,257266666.666667,0,0,0,0,0,0,0,0,0
